"Activity"	"ActivityName"	"Subject"	"fBodyAccJerkMagMean"	"fBodyAccJerkMagMeanFreq"	"fBodyAccJerkMagStd"	"fBodyAccJerkMeanFreqX"	"fBodyAccJerkMeanFreqY"	"fBodyAccJerkMeanFreqZ"	"fBodyAccJerkMeanX"	"fBodyAccJerkMeanY"	"fBodyAccJerkMeanZ"	"fBodyAccJerkStdX"	"fBodyAccJerkStdY"	"fBodyAccJerkStdZ"	"fBodyAccMagMean"	"fBodyAccMagMeanFreq"	"fBodyAccMagStd"	"fBodyAccMeanFreqX"	"fBodyAccMeanFreqY"	"fBodyAccMeanFreqZ"	"fBodyAccMeanX"	"fBodyAccMeanY"	"fBodyAccMeanZ"	"fBodyAccStdX"	"fBodyAccStdY"	"fBodyAccStdZ"	"fBodyGyroJerkMagMean"	"fBodyGyroJerkMagMeanFreq"	"fBodyGyroJerkMagStd"	"fBodyGyroMagMean"	"fBodyGyroMagMeanFreq"	"fBodyGyroMagStd"	"fBodyGyroMeanFreqX"	"fBodyGyroMeanFreqY"	"fBodyGyroMeanFreqZ"	"fBodyGyroMeanX"	"fBodyGyroMeanY"	"fBodyGyroMeanZ"	"fBodyGyroStdX"	"fBodyGyroStdY"	"fBodyGyroStdZ"	"tBodyAccJerkMagMean"	"tBodyAccJerkMagStd"	"tBodyAccJerkMeanX"	"tBodyAccJerkMeanY"	"tBodyAccJerkMeanZ"	"tBodyAccJerkStdX"	"tBodyAccJerkStdY"	"tBodyAccJerkStdZ"	"tBodyAccMagMean"	"tBodyAccMagStd"	"tBodyAccMeanX"	"tBodyAccMeanY"	"tBodyAccMeanZ"	"tBodyAccStdX"	"tBodyAccStdY"	"tBodyAccStdZ"	"tBodyGyroJerkMagMean"	"tBodyGyroJerkMagStd"	"tBodyGyroJerkMeanX"	"tBodyGyroJerkMeanY"	"tBodyGyroJerkMeanZ"	"tBodyGyroJerkStdX"	"tBodyGyroJerkStdY"	"tBodyGyroJerkStdZ"	"tBodyGyroMagMean"	"tBodyGyroMagStd"	"tBodyGyroMeanX"	"tBodyGyroMeanY"	"tBodyGyroMeanZ"	"tBodyGyroStdX"	"tBodyGyroStdY"	"tBodyGyroStdZ"	"tGravityAccMagMean"	"tGravityAccMagStd"	"tGravityAccMeanX"	"tGravityAccMeanY"	"tGravityAccMeanZ"	"tGravityAccStdX"	"tGravityAccStdY"	"tGravityAccStdZ"
2	"WALKING_UPSTAIRS"	9	-0.332276669363265	-0.378559293032653	-0.265067834489796	-0.326670678718367	-0.341124909020408	-0.283342435830612	-0.368744258932653	-0.385869441734694	-0.354137022067347	-0.283899486559184	-0.34927235577551	-0.3644278963	-0.383392068061225	-0.398884610167347	-0.337718900761225	-0.258256384285714	-0.310215041081633	-0.348247014522449	-0.32920261795102	-0.362345864163265	-0.384992268357959	-0.371876722	-0.348274312877551	-0.246919158367347	-0.340725327576531	-0.34643168192449	-0.316403511077551	-0.318261889093878	-0.385562154408163	-0.290729783167347	-0.270932021993878	-0.297126673244898	-0.309990060122449	-0.278755297220408	-0.309171819	-0.366634855816327	-0.394755960469388	-0.312188169469388	-0.336751324242857	-0.368506868877551	-0.294823942501633	-0.359156076367347	-0.354041444291837	-0.364850824306122	-0.349861753212245	-0.326853203877551	-0.364331804859184	-0.30987812544898	-0.360472944673469	-0.378632791367347	-0.365261492632653	-0.296997283338571	-0.410861952044898	-0.36970642022449	-0.421679009877551	-0.281042076387755	-0.328394937040816	-0.301534582632653	-0.350282855938776	-0.458419573918367	-0.348385918046939	-0.348470643	-0.39546203682449	-0.307274623297959	-0.286053271489796	-0.317822740397959	-0.299148894122449	-0.308801041785714	-0.351312976218367	-0.302405244405122	-0.31934003872102	-0.361137818673469	-0.307322944326531	-0.334079697102857	-0.390672417591837	-0.382581875979592	-0.361667939897959	-0.350796638157143	-0.391298360897959
2	"WALKING_UPSTAIRS"	10	-0.207845749990638	-0.220718358817021	-0.156960293931064	-0.203423946559574	-0.148588830331915	-0.123473614319149	-0.180769056425532	-0.237793411852681	-0.197313859468085	-0.160717044019149	-0.149378363708511	-0.134165128606383	-0.240782921212766	-0.23802091712766	-0.204065715191489	-0.1996162745	-0.198411219486383	-0.177058928353192	-0.0856317645319149	-0.163682447019149	-0.260546247305957	-0.138376591419149	-0.196908105106383	-0.220714766929787	-0.237702613680851	-0.21444476333617	-0.248783866444681	-0.227097248295745	-0.195514136121277	-0.275645079692043	-0.24641753373617	-0.161381547889362	-0.209835004119149	-0.186792634085106	-0.174613851059574	-0.240030878890213	-0.195591275574468	-0.212745122608511	-0.240206873580851	-0.249218124131064	-0.171853952553191	-0.298136154029787	-0.214239945446808	-0.137714239393617	-0.231996708731915	-0.220940304420426	-0.211903509759574	-0.223099834653191	-0.231805433404255	-0.223181601152128	-0.28994615893617	-0.230428084085106	-0.221318529680851	-0.180184378744681	-0.185832626829787	-0.247102483897872	-0.189789694560426	-0.213554813689362	-0.163554709355809	-0.214505422002128	-0.208808206787234	-0.158786008387234	-0.228355143610638	-0.223838588808511	-0.213417262831915	-0.173552581510638	-0.237076262946809	-0.265780459825532	-0.14792697306383	-0.171648559319149	-0.175581699191489	-0.173896418361702	-0.278703167308511	-0.202340460402128	-0.179504227387234	-0.212048918268085	-0.186582071951064	-0.264283281404255	-0.288760366257447
2	"WALKING_UPSTAIRS"	11	-0.427573301925926	-0.365981256888889	-0.369061001018519	-0.303752702037037	-0.38250361012963	-0.34912444712963	-0.366060135296296	-0.406535799518519	-0.366583795422222	-0.411012127351852	-0.3071128175	-0.327318798198148	-0.394442483242593	-0.366361782185185	-0.328993880466667	-0.361550694646296	-0.287722440946296	-0.325510358014815	-0.292759177555556	-0.36206903912	-0.406961471481481	-0.336883513888889	-0.362221318775926	-0.368023800981481	-0.418252845666667	-0.37439192845	-0.418272549092593	-0.374160365962963	-0.397909288944444	-0.445540414994444	-0.435303315388889	-0.356311054853704	-0.301440577962963	-0.326649510459259	-0.340341774388889	-0.316433188143519	-0.358375746240741	-0.355284497074074	-0.331784039092593	-0.306924217814815	-0.321264561148148	-0.446738987438889	-0.394019047648148	-0.32298419067037	-0.324108850335185	-0.346863651407407	-0.393599195555556	-0.426572588611111	-0.399310477240741	-0.363005649631481	-0.411980236481481	-0.35034893517037	-0.352123814796296	-0.326537465166667	-0.378061031205556	-0.364642974259259	-0.344314246364815	-0.33481388862463	-0.330133217835185	-0.426976713855556	-0.294281226212963	-0.331165681442037	-0.381446110185185	-0.3355219075	-0.406595105685185	-0.362846447151852	-0.391806929877778	-0.4292172435	-0.356835468785185	-0.403983177296296	-0.364439238914815	-0.313846089566667	-0.277990567351852	-0.344112191164815	-0.342993325333333	-0.360044149435185	-0.363383900351852	-0.341144879164815	-0.430148886666667
2	"WALKING_UPSTAIRS"	12	-0.346506285280769	-0.347606982267308	-0.326190431646154	-0.315916080575	-0.370010591961538	-0.313946428486538	-0.341373735519231	-0.263162422980769	-0.320291916980769	-0.334613295282692	-0.351313140942308	-0.347988784525	-0.295374539707692	-0.304099610015385	-0.339568617390385	-0.367259611698077	-0.316493483403846	-0.322077226571154	-0.322202188613462	-0.354995897071154	-0.313105225576923	-0.314829728263462	-0.267820634357692	-0.352419549773077	-0.330581823346154	-0.295582392826923	-0.341906072457692	-0.309820301346154	-0.320198352115385	-0.297579682480769	-0.3052539051	-0.304121726957692	-0.338085260134615	-0.304855095980769	-0.321207179615385	-0.34743190505	-0.356966758869231	-0.38585011275	-0.303302457059615	-0.321159852178846	-0.385616588348077	-0.291301113855769	-0.3248383495	-0.317110044238462	-0.359424503853846	-0.354078391134615	-0.295132630576923	-0.291084073280769	-0.301924810976923	-0.416678235673077	-0.3654029143	-0.334707839548077	-0.355949584148077	-0.336536574807692	-0.320809004730769	-0.223850030719231	-0.316524623732692	-0.347311686192308	-0.359410026255769	-0.316250306225	-0.356453367423077	-0.311696141848077	-0.272533129980769	-0.332245159307692	-0.347907074153846	-0.361736534538462	-0.316288627375	-0.281383035942308	-0.316270803884615	-0.377880879248077	-0.353331900701346	-0.270949586301923	-0.311403700211538	-0.283911172096154	-0.264405772586538	-0.386540001915385	-0.310924450876923	-0.354549039269231	-0.344747333982692
2	"WALKING_UPSTAIRS"	13	-0.295375658470909	-0.369527813727273	-0.303026358907273	-0.361696352234545	-0.318538460890909	-0.314005716727273	-0.253209718806545	-0.258043478181818	-0.244502130976364	-0.290471187018182	-0.321486316036364	-0.295506253538182	-0.379877186909091	-0.326559045325455	-0.336090460889091	-0.310620037363091	-0.305710083312727	-0.35041334544	-0.392261598350909	-0.340190724785455	-0.362337259558182	-0.285193397989273	-0.321204544409091	-0.32579844706	-0.274114877309091	-0.349276559	-0.277938597745455	-0.315828216418182	-0.372347717418182	-0.34608740012	-0.337061095705455	-0.341106418745455	-0.331520650709091	-0.300115837763636	-0.312541103636364	-0.29654599866	-0.297862768681818	-0.302103557981818	-0.311917186858182	-0.340619595381818	-0.352822172576364	-0.368167610807273	-0.33329480406	-0.343435125907273	-0.367153950781818	-0.304428021018182	-0.319902275909091	-0.241009273852727	-0.326501843634545	-0.316470612389091	-0.256239784290909	-0.294605544501818	-0.337332851727273	-0.320109965543636	-0.273688523687273	-0.29602306288	-0.279858277163636	-0.289467257450909	-0.389927419716364	-0.341075579672727	-0.326684201927273	-0.320543161454545	-0.2727583342	-0.372391014810909	-0.372818448472727	-0.347243807654545	-0.330886492909091	-0.32696152648	-0.293177731950909	-0.291220296101818	-0.314746370374545	-0.331690942450909	-0.300284951421818	-0.230168179656364	-0.338561337236364	-0.321519024143636	-0.308433847563636	-0.329611798272727	-0.319128959416364
2	"WALKING_UPSTAIRS"	14	-0.187359445333333	-0.0259783281472222	-0.152535215527778	-0.109293678422222	-0.0249973935925926	-0.165557749055556	-0.0229040941666667	-0.116122030251852	-0.185007931518519	-0.0858215492388889	-0.0889852939407407	-0.101065255681481	-0.12820040315	-0.127210923851852	-0.179213487018519	-0.189334080085185	-0.185206937907407	-0.119485853164815	-0.21244053865	-0.198111954944444	-0.172089295092593	-0.0594180726666667	-0.126632253359259	-0.127910695087037	-0.133305221388889	-0.17035198237037	-0.120115495816667	-0.0731023291981481	-0.096191356637037	0.0140882735740741	-0.144897207985185	-0.0814164912740741	-0.159879412648148	-0.109443981318519	-0.120574950166667	-0.135690950772222	-0.209916337148148	-0.149456076611111	-0.115509120644444	-0.213690073681481	-0.183844177496296	-0.169002952685185	-0.218268778677778	-0.188367092392593	-0.169092360074074	-0.131396823172222	-0.170777051892222	-0.157908940001852	-0.236287243542593	-0.126999971959259	-0.0942091402407407	-0.105907712851852	-0.12347766362963	-0.2790497925	-0.196983806064815	-0.135774641740741	-0.091104696962963	-0.108364378481481	-0.186239615277778	-0.0871874316851852	-0.171383215055556	-0.238670083703704	-0.221790463037037	-0.179162699259259	-0.134591222166667	-0.173627618407407	-0.176171926974074	-0.184436657222222	-0.155665966333333	-0.226108738257407	-0.123941391203704	-0.174983580384074	-0.174581678712963	-0.0811917646703704	-0.224794931259259	-0.128749375740741	-0.199004071703704	-0.0991428616833333	-0.144686398413148
2	"WALKING_UPSTAIRS"	15	-0.230208897916667	-0.28484931819375	-0.264916375916667	-0.269208235404167	-0.2728550371125	-0.339088399991667	-0.285020018791667	-0.294547214320833	-0.294319151333333	-0.265069121047917	-0.220946390458333	-0.273886240769792	-0.3625875156875	-0.2705715153125	-0.28932103797375	-0.272434064520833	-0.275431998	-0.300905720109167	-0.217905078770833	-0.294244373391667	-0.3321391875625	-0.333473040790833	-0.343807078291667	-0.269966065127083	-0.29815214796875	-0.284589221	-0.2951253586125	-0.34791628946875	-0.3306524521	-0.3243248864375	-0.229939849858333	-0.285798467376458	-0.327617380875	-0.287151218789583	-0.22474970468125	-0.234420279290833	-0.33100488775	-0.274713661416667	-0.261703842845833	-0.288250679604167	-0.26339235116875	-0.28004760359875	-0.288141012091667	-0.323585612083333	-0.230829755	-0.199565397147917	-0.275118910958333	-0.330803207447917	-0.239465765033333	-0.28199032269375	-0.304375187145833	-0.295977236045833	-0.361769828520833	-0.1988447360875	-0.25058381605	-0.257075429272917	-0.367205041604167	-0.2445249533875	-0.282209188516667	-0.26003434455	-0.2990712084375	-0.35005069575	-0.270611421291667	-0.300398222854167	-0.349362115645833	-0.292381109068542	-0.324139187814583	-0.30637825875625	-0.295155905133333	-0.278277838020833	-0.246920111235417	-0.25764380540125	-0.300940974060417	-0.307431837322917	-0.282420267777083	-0.258250486610417	-0.322181599645833	-0.302697747804167	-0.244151536041667
2	"WALKING_UPSTAIRS"	16	-0.398807904209804	-0.34752215275902	-0.375985545509804	-0.313820633505882	-0.308660834980392	-0.362626665423529	-0.298364653294118	-0.387826694666667	-0.348279485964706	-0.367148122512745	-0.307776753921569	-0.362451488064706	-0.393250836907843	-0.390780294431373	-0.306286214	-0.306953413315686	-0.349060111705882	-0.381033703458824	-0.280664853980392	-0.437025519666667	-0.339044779901961	-0.326588799137255	-0.305294508196078	-0.37181870954902	-0.371277365068627	-0.363332272641176	-0.348918069215686	-0.430428883303922	-0.478356662627451	-0.443393633980392	-0.424607421627451	-0.3794321692	-0.389187938884314	-0.398121817078431	-0.321613441545098	-0.373603505596078	-0.42240139945098	-0.357562586582353	-0.314500662533333	-0.331934022498039	-0.39635454172549	-0.408846912294118	-0.425640100862745	-0.372929434905882	-0.369354929862745	-0.383107610933333	-0.287135723705882	-0.364940094424706	-0.315539401078431	-0.405065851137255	-0.461959039470588	-0.393711726647059	-0.341119460215686	-0.370527418427451	-0.454962116176471	-0.34638616027451	-0.398638418060784	-0.286111656745098	-0.378571769156863	-0.454233804235294	-0.283776749966667	-0.408751911647059	-0.34396943127451	-0.371629608392157	-0.406368207647059	-0.377150895705882	-0.385486614041176	-0.376513795282353	-0.355251073960784	-0.389136549960784	-0.343376070321569	-0.275835670037255	-0.256237459747059	-0.383082365039216	-0.324366951364706	-0.390280590176471	-0.364914062605882	-0.338377129745098	-0.406393625507843
2	"WALKING_UPSTAIRS"	17	-0.281672295047917	-0.293731917895833	-0.284509352395833	-0.392089401962917	-0.354310860708333	-0.266990939197458	-0.3040900079	-0.265283985895833	-0.229574545854167	-0.303904113277083	-0.28974234956875	-0.321302093495833	-0.224549756495833	-0.30559897041875	-0.268901067770833	-0.320867839979167	-0.337062011304167	-0.19879749775	-0.251822276354167	-0.359680324358333	-0.3240243054375	-0.29009396426875	-0.297586509025625	-0.272150223395833	-0.292032919089583	-0.3302003520625	-0.277767319779167	-0.316939438375	-0.357434990484167	-0.38094962750625	-0.333691487	-0.322925491854167	-0.303465208125	-0.336998764020833	-0.313290414041667	-0.2523804275925	-0.29912451779375	-0.288364135102083	-0.352770855635417	-0.246063170383333	-0.2595733925625	-0.3601441775	-0.295522832104167	-0.380618204289583	-0.273344436020833	-0.357772336416667	-0.256742122366667	-0.248917746064583	-0.256838647208333	-0.3202278761875	-0.3011776599225	-0.205940815139583	-0.3208658440625	-0.271091767416667	-0.285398217320833	-0.374987248020833	-0.200788868541667	-0.328758406604167	-0.321079873510417	-0.2891840335875	-0.366078407122917	-0.27621875971875	-0.24601443183125	-0.261490678745833	-0.3160555441875	-0.2741061068875	-0.294832944204167	-0.272146538672917	-0.276844303575	-0.339228556729167	-0.3224632244375	-0.39462453125	-0.276035178760417	-0.316018763645833	-0.270160023547917	-0.276993493883333	-0.2808853310625	-0.33479653875	-0.247007605229167
2	"WALKING_UPSTAIRS"	18	-0.331796728672414	-0.339121670517241	-0.4212749415	-0.468337304017241	-0.43392192905	-0.383824141482759	-0.388307526258621	-0.407107682237931	-0.416444288465517	-0.427569930965517	-0.400922067327586	-0.438038745281034	-0.355918704241379	-0.282732570401724	-0.47384410175	-0.339136505727586	-0.400639288532759	-0.452698618603448	-0.417717540965517	-0.450198786465517	-0.394181661282069	-0.449442314724138	-0.409899242865517	-0.4644862455	-0.38342853152069	-0.487660177927586	-0.410129279224138	-0.447571838724138	-0.376477177886207	-0.380210248775862	-0.39655860952931	-0.430110198644828	-0.403949795056897	-0.436466973189655	-0.440586587144828	-0.479382273527586	-0.367490055637931	-0.376613116310345	-0.417191697086207	-0.412523533931034	-0.4186399055	-0.371805020677241	-0.421455102865517	-0.427435983155172	-0.440917231496857	-0.400109896931034	-0.420477328305172	-0.338095743265517	-0.446805153722414	-0.439876210189655	-0.349221095746552	-0.386537133965517	-0.428074375344828	-0.388513661672414	-0.438937183846552	-0.368279404965517	-0.358666892344828	-0.46084265334069	-0.470188472927586	-0.349046380965517	-0.435954411789655	-0.394177092310345	-0.397104719	-0.379840416587414	-0.322982818253448	-0.372928037031034	-0.389878281275862	-0.483633585465517	-0.460873785448276	-0.414474855810345	-0.42357249467931	-0.440430798706897	-0.39703836237931	-0.377579763653448	-0.407263730327586	-0.450282200368966	-0.421035069034483	-0.450616424465517	-0.441755801982759
2	"WALKING_UPSTAIRS"	19	-0.19302636955	-0.2276066774	-0.203186661675	-0.09649098225	-0.150217289615	-0.092655617275	-0.15206775832	-0.0575087179	-0.157180268875	-0.214784522	-0.202420603925	-0.16598962816	-0.22555999538	-0.1804067376875	-0.20388190825	-0.14137189735	-0.1366434316	-0.169695952975	-0.140641044305	-0.1707940951575	-0.2143161425	-0.087858093975	-0.163367107785	-0.192106694	-0.2181325198125	-0.1833966364	-0.195738690325	-0.124988524165	-0.11035337524225	-0.13946463743	-0.1254042355375	-0.1546254622	-0.2518291126625	-0.1990160243	-0.254795794945	-0.1866489706125	-0.17804819524725	-0.215620109175	-0.12292807479	-0.14575353084025	-0.16523548731	-0.12479586545	-0.157464834465	-0.229382702225	-0.20255877386625	-0.157654944775	-0.1308696195925	-0.189555388475	-0.2092818299	-0.14799785454	-0.2091804359	-0.210627048745	-0.15694407751	-0.242683963545	-0.1496367460225	-0.077799670475	-0.181112402725	-0.2470377720025	-0.12469694541	-0.1492796220175	-0.1666193674925	-0.144136046475	-0.226682229675	-0.167927845325	-0.101322695875	-0.2925498237	-0.177897360645	-0.156503884325	-0.2441706954	-0.1642374575275	-0.178091803075	-0.1479515555575	-0.279212423425	-0.1209828120925	-0.1646817517225	-0.1860318750375	-0.192865233075	-0.14124328660525	-0.1658240371235
2	"WALKING_UPSTAIRS"	20	-0.160731041552941	-0.143902409945098	-0.195940576962745	-0.254343732356863	-0.21654584572549	-0.178464895329412	-0.226265769588235	-0.214509144627451	-0.198749338888235	-0.254643339686275	-0.146568273294118	-0.216942039023529	-0.215496231380392	-0.13139555407451	-0.200338740341176	-0.216883978631373	-0.254429810294118	-0.231785800354902	-0.247150456937255	-0.203461886186275	-0.197408234900784	-0.208798384282353	-0.284751906960784	-0.252024013456471	-0.195761141631373	-0.230695252568627	-0.178826550058824	-0.225593759747059	-0.268052456745098	-0.218469359682353	-0.20789866187451	-0.149414739480392	-0.222694208752941	-0.214763968952941	-0.212469619454902	-0.220630102629412	-0.19946946349098	-0.212816246737255	-0.22181483745098	-0.292741254345098	-0.225151844231373	-0.191778645872549	-0.17875744217451	-0.235270440235294	-0.172048342856863	-0.183724203415686	-0.134653000954902	-0.184459578294118	-0.245733663570588	-0.174062302321373	-0.294329434431373	-0.194080977776471	-0.230934253821569	-0.255652074480392	-0.268479848529412	-0.24816818754902	-0.123379116430392	-0.185354214037255	-0.163269057125294	-0.183567192398039	-0.124431523705882	-0.166346716272294	-0.208253304254902	-0.190041484337255	-0.18675773832549	-0.197613592764706	-0.182750569626275	-0.232590397431373	-0.204248236121569	-0.2172116361	-0.147484484882353	-0.194500316298039	-0.222920707847059	-0.208270157237255	-0.204378927588235	-0.207091081156863	-0.23028800627451	-0.232127363424118	-0.171142251686275
2	"WALKING_UPSTAIRS"	21	-0.249617404	-0.285766365142553	-0.343774390531915	-0.290453684638298	-0.202481895574468	-0.23782208093617	-0.298522202521277	-0.200882632434043	-0.243279742617021	-0.272193789085106	-0.328873329442553	-0.337724107574468	-0.189579592202553	-0.259799317070213	-0.193433787255319	-0.372666547255319	-0.324221836595745	-0.249777258823404	-0.283233783448723	-0.327275744774468	-0.239470395355319	-0.265193631048936	-0.230631586723404	-0.257910704574468	-0.304347357361702	-0.304204279021277	-0.32435401552234	-0.269652707808511	-0.282800116702128	-0.267314298042553	-0.199562928446809	-0.284451601425532	-0.280343376085106	-0.179681275787234	-0.242499676755319	-0.221236770423404	-0.266966280891489	-0.272140742553191	-0.284631094255319	-0.26077740206383	-0.232541128297872	-0.244126471117021	-0.214386820612766	-0.289939824723404	-0.251959842829787	-0.286543889295745	-0.238036277155319	-0.301833601468085	-0.270729297765957	-0.330390150148936	-0.128006693723404	-0.287614547595745	-0.267095632778723	-0.319715894925532	-0.268581006191489	-0.318325331702128	-0.250542303791489	-0.272346250574468	-0.323523001765957	-0.260773487385106	-0.290030692765957	-0.293924723314894	-0.27472176212766	-0.290339407668085	-0.24449475866383	-0.231266592789362	-0.254849248840426	-0.286355532844681	-0.316486487744681	-0.334635650425532	-0.303497666082979	-0.339123712457447	-0.244154572746809	-0.277599144185106	-0.256459080787234	-0.308080988529787	-0.318192856591489	-0.329420207827872	-0.265889791391489
2	"WALKING_UPSTAIRS"	22	-0.210482224357143	-0.171675016642857	-0.215888563428571	-0.252494526752381	-0.199751176382857	-0.123603521902381	-0.237620018716667	-0.191286403061905	-0.18813047662619	-0.178203271166667	-0.189059156754762	-0.122781388283333	-0.186278420597619	-0.215870288505	-0.140261697938095	-0.148199988380952	-0.184532288119048	-0.17575607397381	-0.202012622571429	-0.159825770514286	-0.151785504248571	-0.145638159635714	-0.140640964630952	-0.166539590902381	-0.180280119497619	-0.13253602124119	-0.164682247166667	-0.233072724452381	-0.172790953180952	-0.151142642269048	-0.153115750261905	-0.258086557845238	-0.228310484169048	-0.231614782928571	-0.170568693511905	-0.143148058380952	-0.0662355725	-0.116772708392857	-0.0879809214285714	-0.13962751745	-0.115066628895238	-0.143458241852381	-0.137657548380952	-0.142478139383333	-0.170904769519048	-0.237322777197619	-0.229480204571429	-0.146784334984762	-0.139736517140476	-0.155481773571429	-0.143591429285714	-0.152782409590476	-0.0992659762954762	-0.123924448747619	-0.12533957202381	-0.168402073530952	-0.273638357259524	-0.120263679283333	-0.185348008379762	-0.231930058255238	-0.115378458380952	-0.118578663547619	-0.14658120347619	-0.0984661300559524	-0.153424231152381	-0.207978844071429	-0.21161694447619	-0.187957382309524	-0.190910883738095	-0.0434714663142857	-0.223593492738095	-0.1685638614	-0.155436407928571	-0.144616474738095	-0.230140759622381	-0.122258744547619	-0.235621183047619	-0.231524311238095	-0.16441530302381
2	"WALKING_UPSTAIRS"	23	-0.245869195439216	-0.266904127137255	-0.252522618243137	-0.231854349117647	-0.276087858686275	-0.279029094205882	-0.222358970049608	-0.21974569654902	-0.273971782	-0.277585200709804	-0.258578216764706	-0.300097590490196	-0.215208490905882	-0.313996455852941	-0.298903339556863	-0.224730157880392	-0.220549789215686	-0.280122954166667	-0.209977279352941	-0.196755112496078	-0.122946823166667	-0.230347505872549	-0.224633696431373	-0.293549751845098	-0.274177460452941	-0.243058045627451	-0.191833222117647	-0.288949931743137	-0.212993087333333	-0.230084091105882	-0.293584512292157	-0.250101448275882	-0.253938659793529	-0.280372565927451	-0.313016013196078	-0.212743575633529	-0.237933499431373	-0.332906989039216	-0.281993795294118	-0.277635496352941	-0.191010107245098	-0.236215964705882	-0.223897826511765	-0.224527847915686	-0.289791515819608	-0.237311360082353	-0.238143916098039	-0.231219932892157	-0.195231180392157	-0.235775211854902	-0.268036506235294	-0.189599107382353	-0.285220774854902	-0.238647479660784	-0.239705060882353	-0.209999775986275	-0.240028023752157	-0.237133484176471	-0.158855630613725	-0.225277786558824	-0.198378214784314	-0.249870863294118	-0.269792477554902	-0.250941342098039	-0.299524335635294	-0.219037121588235	-0.21183632607451	-0.18874867994902	-0.202276186786275	-0.266666259803922	-0.244258629196078	-0.226590957621569	-0.258411184429412	-0.238363018145098	-0.25318104654902	-0.253409486243137	-0.220683704441176	-0.206259533666667	-0.233492009235294
2	"WALKING_UPSTAIRS"	24	-0.364422306644068	-0.368494796457627	-0.389620109937288	-0.360731194029153	-0.296183008842373	-0.39814340540678	-0.368011666423729	-0.31233672500678	-0.289411353983051	-0.304120490064407	-0.353677101610169	-0.318885367254237	-0.379699936728814	-0.383353633661017	-0.320242440940678	-0.309033531766102	-0.374507481613559	-0.367121077	-0.345404692847458	-0.271742988542373	-0.310850800288136	-0.310585460711864	-0.341974197745763	-0.334270600422034	-0.321103055801695	-0.351577444023729	-0.32290031569322	-0.331829169801695	-0.26163299479661	-0.371870569862712	-0.313116555322034	-0.314889699059322	-0.307408209644068	-0.402658536015254	-0.363971049118644	-0.335189085237288	-0.346201874	-0.373670332083051	-0.416726750745763	-0.32132857	-0.320658024542373	-0.342988329508475	-0.32070060759322	-0.330223360661017	-0.366983738881356	-0.384045809440678	-0.370872710559322	-0.365503396915254	-0.310105804594915	-0.358996164016949	-0.347048861964407	-0.389022638559322	-0.335010022571186	-0.330017440864407	-0.316336997677966	-0.339717313271186	-0.338212035971186	-0.3402663935	-0.306715855711864	-0.295448314050847	-0.324927002694915	-0.337299291983051	-0.343805360210169	-0.407775258788136	-0.27776846120339	-0.35576197928983	-0.343345474186441	-0.352795304315763	-0.320153983003559	-0.356186434847458	-0.309703815505085	-0.349607699559322	-0.293275105118644	-0.415082798576271	-0.341151250524746	-0.375988069235593	-0.304859255961017	-0.344503658813559	-0.297399161033898
2	"WALKING_UPSTAIRS"	25	-0.379674650764615	-0.411754718584615	-0.33898189906	-0.480660075830769	-0.468171300323077	-0.417650459598462	-0.400285916092308	-0.452741530169231	-0.449294496670769	-0.417788881946154	-0.420967642696923	-0.457646555563077	-0.468804018707692	-0.325582500338462	-0.459778460830769	-0.439342037021538	-0.466598682133846	-0.420723907456	-0.453391286846154	-0.480102992261538	-0.457684298230769	-0.475076774018462	-0.523206484246154	-0.406254856615385	-0.423600419543077	-0.484014584476923	-0.396396617246154	-0.405118440706154	-0.374664703692308	-0.363883015236923	-0.372678512447231	-0.3785488668	-0.436795991938308	-0.423459571292308	-0.475485615873846	-0.416648330923077	-0.410489730846154	-0.420101724769231	-0.428491444446154	-0.456885683710769	-0.414705669307692	-0.3932196466	-0.385404428630769	-0.494786537676923	-0.429669583406154	-0.427515867184615	-0.445860780992308	-0.435517548	-0.427316239261538	-0.450732327507692	-0.434072326323077	-0.385915392172308	-0.414014962044615	-0.411652028193846	-0.448119332870769	-0.387116846061538	-0.483517287401538	-0.447938598410769	-0.379052771196923	-0.370584397679538	-0.437204387605846	-0.436176791086154	-0.4348288448	-0.353238940446154	-0.463164851507692	-0.492158729861538	-0.358666521768	-0.408959491523077	-0.397295638076923	-0.414697014661538	-0.408270032178462	-0.490731950381538	-0.457500723015385	-0.425678635295385	-0.427306652821231	-0.364174688983692	-0.412034079630769	-0.470132290569231	-0.435499106942462
